product_name,in_area,product_serial_number,Summe von consumption,Summe von customer_base_price,Summe von work_price_charged_incl_energy_taxes,Summe von discount,Summe von eeg_contribution,Summe von electricity_tax,Summe von gas_tax,Summe von grid_base_price,Summe von grid_work_price,Summe von kwk,Summe von metering,Summe von Erlös,Summe von Kosten,Summe von Rohmarge,Rohmarge/KWH
ELECTRICITY_SUBSCRIPTION_12,ia,81000308,372.600,12.68,82.23,0,13.87,7.64,0,4.14,20.60,1.41,1.96,94.91,49.62,45.29,0.12155126140633386
ELECTRICITY_SUBSCRIPTION_12,ia,81002383,206.400,8.15,45.55,0,7.68,4.23,0,2.66,11.41,0.78,1.26,53.70,28.02,25.68,0.12441860465116279
ELECTRICITY_SUBSCRIPTION_12,ia,81005129,375.400,15.62,86.42,0,13.98,7.7,0,4.36,20.76,1.42,2.07,102.04,50.29,51.75,0.1378529568460309
ELECTRICITY_SUBSCRIPTION_12,ia,81005277,441.800,15.36,101.70,0,16.45,9.06,0,4.29,24.43,1.67,2.03,117.06,57.93,59.13,0.1338388411045722
ELECTRICITY_SUBSCRIPTION_12,ia,81009404,320.800,14.83,73.85,0,11.94,6.58,0,4.14,17.74,1.21,1.96,88.68,43.57,45.11,0.14061720698254362
ELECTRICITY_SUBSCRIPTION_12,ia,81011734,218.900,8.38,48.31,0,8.15,4.49,0,2.74,12.11,0.83,1.30,56.69,29.62,27.07,0.12366377341251712
ELECTRICITY_SUBSCRIPTION_12,ia,81014517,1176.600,23.56,270.85,0,43.80,24.12,0,6.58,65.07,4.45,3.12,294.41,147.14,147.27,0.12516573176950538
ELECTRICITY_SUBSCRIPTION_12,ia,81018953,192.400,12.68,42.46,0,7.16,3.94,0,4.14,10.64,0.73,1.96,55.14,28.57,26.57,0.1380977130977131
ELECTRICITY_SUBSCRIPTION_12,ia,81020500,417.500,11.38,96.11,0,15.54,8.56,0,3.18,23.09,1.58,1.51,107.49,53.46,54.03,0.1294131736526946
ELECTRICITY_SUBSCRIPTION_12,ia,81024180,183.600,9.00,42.26,0,6.84,3.76,0,2.52,10.15,0.69,1.19,51.26,25.15,26.11,0.14221132897603486
ELECTRICITY_SUBSCRIPTION_12,ia,81032149,215.600,14.83,49.63,0,8.03,4.42,0,4.14,11.92,0.81,1.96,64.46,31.28,33.18,0.1538961038961039
ELECTRICITY_SUBSCRIPTION_12,ia,81032459,635.300,14.56,146.25,0,23.65,13.02,0,4.07,35.13,2.40,1.93,160.81,80.20,80.61,0.12688493625059027
ELECTRICITY_SUBSCRIPTION_12,ia,81043235,231.900,7.70,51.18,0,8.63,4.75,0,2.52,12.82,0.88,1.19,58.88,30.79,28.09,0.12112979732643381
ELECTRICITY_SUBSCRIPTION_12,ia,81043330,316.200,17.21,72.79,0,11.77,6.48,0,4.81,17.49,1.20,2.28,90.00,44.03,45.97,0.14538266919671095
ELECTRICITY_SUBSCRIPTION_12,ia,81043541,660.800,14.19,156.28,0,24.60,13.55,0,5.84,36.54,2.50,2.77,170.47,85.80,84.67,0.12813256658595643
ELECTRICITY_SUBSCRIPTION_12,ia,81052021,108.000,7.47,23.84,0,4.02,2.21,0,2.44,5.97,0.41,1.16,31.31,16.21,15.10,0.1398148148148148
ELECTRICITY_SUBSCRIPTION_12,ia,81052077,103.000,7.47,22.73,0,3.83,2.11,0,2.44,5.70,0.39,1.16,30.20,15.63,14.57,0.14145631067961165
ELECTRICITY_SUBSCRIPTION_12,ia,81052873,309.700,16.15,71.29,0,11.53,6.35,0,4.51,17.13,1.17,2.14,87.44,42.83,44.61,0.1440426218921537
ELECTRICITY_SUBSCRIPTION_12,ia,81057227,347.200,18.53,79.93,0,12.93,7.12,0,5.18,19.20,1.31,2.45,98.46,48.19,50.27,0.14478686635944701
ELECTRICITY_SUBSCRIPTION_12,ia,81064258,205.300,16.15,47.26,0,7.64,4.21,0,4.51,11.35,0.78,2.14,63.41,30.63,32.78,0.1596687773989284
ELECTRICITY_SUBSCRIPTION_12,ia,81069852,277.200,15.89,63.81,0,10.32,5.68,0,4.44,15.33,1.05,2.10,79.70,38.92,40.78,0.1471139971139971
ELECTRICITY_SUBSCRIPTION_12,ia,81070103,66.100,7.47,14.59,0,2.46,1.36,0,2.44,3.66,0.25,1.16,22.06,11.33,10.73,0.1623298033282905
ELECTRICITY_SUBSCRIPTION_12,ia,81070410,91.000,11.38,20.95,0,3.39,1.87,0,3.18,5.03,0.34,1.51,32.33,15.32,17.01,0.18692307692307694
ELECTRICITY_SUBSCRIPTION_12,ia,81073152,354.600,10.78,83.86,0,13.20,7.27,0,4.44,19.61,1.34,2.10,94.64,47.96,46.68,0.13164128595600677
ELECTRICITY_SUBSCRIPTION_12,ia,81073508,201.29999999999998,9.74,44.43,0,7.49,4.13,0,3.18,11.13,0.76,1.51,54.17,28.20,25.97,0.12901142573273722
ELECTRICITY_SUBSCRIPTION_12,ia,81073901,240.00,7.92,52.97,0,8.94,4.92,0,2.59,13.27,0.91,1.23,60.89,31.86,29.03,0.12095833333333333
ELECTRICITY_SUBSCRIPTION_12,ia,81073960,401.1,7.02,88.52,0,14.93,8.22,0,2.29,22.18,1.52,1.09,95.54,50.23,45.31,0.11296434804288208
ELECTRICITY_SUBSCRIPTION_12,ia,81092091,305.800,10.78,72.32,0,11.38,6.27,0,4.44,16.91,1.16,2.10,83.10,42.26,40.84,0.13355134074558536
ELECTRICITY_SUBSCRIPTION_12,ia,81092751,87.10,7.47,19.22,0,3.24,1.79,0,2.44,4.82,0.33,1.16,26.69,13.78,12.91,0.14822043628013779
ELECTRICITY_SUBSCRIPTION_12,ia,81098795,245.600,13.58,54.20,0,9.14,5.03,0,4.44,13.58,0.93,2.10,67.78,35.22,32.56,0.13257328990228015
ELECTRICITY_SUBSCRIPTION_12,ia,81098968,848.400,19.59,195.30,0,31.59,17.39,0,5.47,46.92,3.21,2.59,214.89,107.17,107.72,0.12696841112682697
ELECTRICITY_SUBSCRIPTION_12,ia,81102228,91.400,7.70,20.17,0,3.40,1.87,0,2.52,5.05,0.35,1.19,27.87,14.38,13.49,0.14759299781181617
ELECTRICITY_SUBSCRIPTION_12,ia,81102846,216.100,17.21,49.75,0,8.05,4.43,0,4.81,11.95,0.82,2.28,66.96,32.34,34.62,0.16020360944007403
ELECTRICITY_SUBSCRIPTION_12,ia,81107201,180.100,7.94,41.46,0,6.71,3.69,0,2.22,9.96,0.68,1.05,49.40,24.31,25.09,0.13931149361465853
ELECTRICITY_SUBSCRIPTION_12,ia,81107398,219.000,16.15,50.41,0,8.15,4.49,0,4.51,12.11,0.83,2.14,66.56,32.23,34.33,0.1567579908675799
ELECTRICITY_SUBSCRIPTION_12,ia,81107434,568.700,8.74,130.91,0,21.17,11.66,0,2.44,31.45,2.15,1.16,139.65,70.03,69.62,0.122419553367329
ELECTRICITY_SUBSCRIPTION_12,ia,81112348,220.3,7.02,48.62,0,8.2,4.52,0,2.29,12.18,0.83,1.09,55.64,29.11,26.53,0.12042669087607807
ELECTRICITY_SUBSCRIPTION_12,ia,81112790,225.400,16.95,51.89,0,8.39,4.62,0,4.73,12.46,0.85,2.24,68.84,33.29,35.55,0.1577196095829636
ELECTRICITY_SUBSCRIPTION_12,ia,81122110,382.000,17.74,87.94,0,14.22,7.83,0,4.96,21.12,1.44,2.35,105.68,51.92,53.76,0.14073298429319372
ELECTRICITY_SUBSCRIPTION_12,ia,81122387,297.600,13.58,65.68,0,11.08,6.10,0,4.44,16.46,1.12,2.10,79.26,41.30,37.96,0.1275537634408602
ELECTRICITY_SUBSCRIPTION_12,ia,81123765,144.100,22.77,33.17,0,5.36,2.95,0,6.36,7.97,0.54,3.01,55.94,26.19,29.75,0.20645385149201945
ELECTRICITY_SUBSCRIPTION_12,ia,81123872,609.000,21.71,140.19,0,22.67,12.48,0,6.07,33.68,2.30,2.87,161.90,80.07,81.83,0.13436781609195403
ELECTRICITY_SUBSCRIPTION_12,ia,81136559,215.100,16.42,49.52,0,8.01,4.41,0,4.59,11.90,0.81,2.17,65.94,31.89,34.05,0.15829846582984658
ELECTRICITY_SUBSCRIPTION_12,ia,81136908,247.200,14.26,54.56,0,9.20,5.07,0,4.66,13.67,0.93,2.21,68.82,35.74,33.08,0.1338187702265372
ELECTRICITY_SUBSCRIPTION_12,ia,81143685,728.800,21.71,167.77,0,27.13,14.94,0,6.07,40.30,2.75,2.87,189.48,94.06,95.42,0.13092755214050494
ELECTRICITY_SUBSCRIPTION_12,ia,81147006,263.500,17.74,60.66,0,9.81,5.40,0,4.96,14.57,1.00,2.35,78.40,38.09,40.31,0.15297912713472486
ELECTRICITY_SUBSCRIPTION_12,ia,81152913,207.30,9.80,47.72,0,7.72,4.25,0,2.74,11.46,0.78,1.30,57.52,28.25,29.27,0.141196333815726
ELECTRICITY_SUBSCRIPTION_12,ia,81157200,506.300,21.45,116.55,0,18.85,10.38,0,5.99,28.00,1.91,2.84,138.00,67.97,70.03,0.13831720323918625
ELECTRICITY_SUBSCRIPTION_12,ia,81164708,553.000,15.85,122.04,0,20.59,11.34,0,5.18,30.58,2.09,2.45,137.89,72.23,65.66,0.11873417721518986
ELECTRICITY_SUBSCRIPTION_12,ia,81169987,230.700,15.17,50.92,0,8.59,4.73,0,4.96,12.76,0.87,2.35,66.09,34.26,31.83,0.13797139141742523
ELECTRICITY_SUBSCRIPTION_12,ia,81174189,263.00,13.77,60.54,0,9.79,5.39,0,3.85,14.54,0.99,1.82,74.31,36.38,37.93,0.14422053231939164
ELECTRICITY_SUBSCRIPTION_12,ia,81174754,617.200,17.66,136.22,0,22.98,12.65,0,5.77,34.13,2.33,2.73,153.88,80.59,73.29,0.11874594944912509
ELECTRICITY_SUBSCRIPTION_12,ia,81178342,448.200,16.42,103.18,0,16.69,9.19,0,4.59,24.79,1.69,2.17,119.60,59.12,60.48,0.13493975903614458
ELECTRICITY_SUBSCRIPTION_12,ia,81178763,414.400,16.68,95.39,0,15.43,8.50,0,4.66,22.92,1.57,2.21,112.07,55.29,56.78,0.13701737451737453
ELECTRICITY_SUBSCRIPTION_12,ia,81178784,62.800,16.42,14.46,0,2.34,1.29,0,4.59,3.47,0.24,2.17,30.88,14.10,16.78,0.2671974522292994
ELECTRICITY_SUBSCRIPTION_12,ia,81178808,359.000,18.80,82.64,0,13.37,7.36,0,5.25,19.85,1.36,2.49,101.44,49.68,51.76,0.1441782729805014
ELECTRICITY_SUBSCRIPTION_12,ia,81182561,189.400,16.68,43.60,0,7.05,3.88,0,4.66,10.47,0.72,2.21,60.28,28.99,31.29,0.16520591341077084
ELECTRICITY_SUBSCRIPTION_12,ia,81182586,417.600,16.95,96.13,0,15.55,8.56,0,4.73,23.09,1.58,2.24,113.08,55.75,57.33,0.13728448275862068
ELECTRICITY_SUBSCRIPTION_12,ia,81182605,286.700,14.26,63.28,0,10.67,5.88,0,4.66,15.85,1.08,2.21,77.54,40.35,37.19,0.12971747471224276
ELECTRICITY_SUBSCRIPTION_12,ia,81183197,433.300,22.24,99.75,0,16.13,8.88,0,6.21,23.96,1.64,2.94,121.99,59.76,62.23,0.14361873990306945
ELECTRICITY_SUBSCRIPTION_12,ia,81185958,300.900,11.32,71.16,0,11.20,6.17,0,4.66,16.64,1.14,2.21,82.48,42.02,40.46,0.13446327683615822
ELECTRICITY_SUBSCRIPTION_12,ia,81188774,1360.400,14.19,321.73,-16.80,50.65,27.89,0,5.84,75.23,5.14,2.77,319.12,167.52,151.60,0.11143781240811525
ELECTRICITY_SUBSCRIPTION_12,ia,81192122,413.700,21.18,95.23,0,15.40,8.48,0,5.92,22.88,1.56,2.80,116.41,57.04,59.37,0.1435097897026831
ELECTRICITY_SUBSCRIPTION_12,ia,81194409,252.500,15.89,58.13,0,9.40,5.18,0,4.44,13.96,0.95,2.10,74.02,36.03,37.99,0.15045544554455445
ELECTRICITY_SUBSCRIPTION_12,ia,81204474,150.800,17.21,34.71,0,5.61,3.09,0,4.81,8.34,0.57,2.28,51.92,24.70,27.22,0.18050397877984084
ELECTRICITY_SUBSCRIPTION_12,ia,81204895,291.800,15.62,67.17,0,10.86,5.98,0,4.36,16.14,1.10,2.07,82.79,40.51,42.28,0.14489376285126798
ELECTRICITY_SUBSCRIPTION_12,ia,81209086,927.900,15.62,213.60,0,34.55,19.02,0,4.36,51.31,3.51,2.07,229.22,114.82,114.40,0.12328914753745017
ELECTRICITY_SUBSCRIPTION_12,ia,81209252,363.200,15.89,83.61,0,13.52,7.45,0,4.44,20.08,1.37,2.10,99.50,48.96,50.54,0.13915198237885462
ELECTRICITY_SUBSCRIPTION_12,ia,81223391,724.8000000000001,15.85,159.96,0,26.98,14.86,0,5.18,40.08,2.74,2.45,175.81,92.29,83.52,0.11523178807947018
ELECTRICITY_SUBSCRIPTION_12,ia,81223414,223.900,13.81,49.41,0,8.34,4.59,0,4.51,12.38,0.85,2.14,63.22,32.81,30.41,0.13581956230460027
ELECTRICITY_SUBSCRIPTION_12,ia,81223563,51.9,3.18,11.95,0,1.93,1.06,0,0.89,2.87,0.2,0.42,15.13,7.37,7.76,0.14951830443159922
ELECTRICITY_SUBSCRIPTION_12,ia,81230123,150.300,9.00,34.60,0,5.60,3.08,0,2.52,8.31,0.57,1.19,43.60,21.27,22.33,0.14856952761144376
ELECTRICITY_SUBSCRIPTION_12,ia,81247289,247.300,18.27,56.93,0,9.21,5.07,0,5.10,13.68,0.93,2.42,75.20,36.41,38.79,0.15685402345329558
ELECTRICITY_SUBSCRIPTION_12,ia,81251999,1039.400,21.71,239.27,0,38.70,21.31,0,6.07,57.48,3.93,2.87,260.98,130.36,130.62,0.12566865499326535
ELECTRICITY_SUBSCRIPTION_12,ia,81256083,652.600,22.51,150.23,0,24.30,13.38,0,6.29,36.09,2.47,2.98,172.74,85.51,87.23,0.13366533864541832
ELECTRICITY_SUBSCRIPTION_12,ia,81256164,504.800,15.89,116.20,0,18.79,10.35,0,4.44,27.92,1.91,2.10,132.09,65.51,66.58,0.13189381933438984
ELECTRICITY_SUBSCRIPTION_12,ia,81256203,458.900,12.58,108.53,0,17.08,9.41,0,5.18,25.38,1.73,2.45,121.11,61.23,59.88,0.13048594465025062
ELECTRICITY_SUBSCRIPTION_12,ia,81275770,113.800,9.80,26.20,0,4.24,2.33,0,2.74,6.29,0.43,1.30,36.00,17.33,18.67,0.16405975395430583
ELECTRICITY_SUBSCRIPTION_12,ia,81304102,364.200,13.36,80.38,0,13.56,7.47,0,4.36,20.14,1.38,2.07,93.74,48.98,44.76,0.1228995057660626
ELECTRICITY_SUBSCRIPTION_12,ia,81304293,549.700,19.06,126.54,0,20.47,11.27,0,5.33,30.40,2.08,2.52,145.60,72.07,73.53,0.13376387120247407
ELECTRICITY_SUBSCRIPTION_12,ia,81323276,98.000,7.41,22.56,0,3.65,2.01,0,2.07,5.42,0.37,0.98,29.97,14.50,15.47,0.15785714285714286
ELECTRICITY_SUBSCRIPTION_12,ia,81325023,392.500,14.26,86.62,0,14.61,8.05,0,4.66,21.71,1.48,2.21,100.88,52.72,48.16,0.12270063694267515
ELECTRICITY_SUBSCRIPTION_12,ia,81325125,108.500,16.42,24.98,0,4.04,2.22,0,4.59,6.00,0.41,2.17,41.40,19.43,21.97,0.2024884792626728
ELECTRICITY_SUBSCRIPTION_12,ia,81325548,712.600,15.62,157.27,0,26.53,14.61,0,5.10,39.41,2.69,2.42,172.89,90.76,82.13,0.11525399943867526
ELECTRICITY_SUBSCRIPTION_12,ia,81330409,332.900,18.80,76.63,0,12.39,6.82,0,5.25,18.41,1.26,2.49,95.43,46.62,48.81,0.1466206067888255
ELECTRICITY_SUBSCRIPTION_12,ia,81330722,483.300,16.98,106.66,0,17.99,9.91,0,5.55,26.73,1.83,2.63,123.64,64.64,59.00,0.12207738464721704
ELECTRICITY_SUBSCRIPTION_12,ia,81338499,807.700,18.27,185.93,0,30.07,16.56,0,5.10,44.67,3.05,2.42,204.20,101.87,102.33,0.12669307911353225
ELECTRICITY_SUBSCRIPTION_12,ia,81338886,559.000,15.89,128.68,0,20.81,11.46,0,4.44,30.91,2.11,2.10,144.57,71.83,72.74,0.1301252236135957
ELECTRICITY_SUBSCRIPTION_12,ia,81364328,113.100,10.06,26.03,0,4.21,2.32,0,2.81,6.25,0.43,1.33,36.09,17.35,18.74,0.16569407603890363
ELECTRICITY_SUBSCRIPTION_12,ia,81371834,491.400,15.40,108.45,0,18.29,10.07,0,5.03,27.17,1.86,2.38,123.85,64.80,59.05,0.12016687016687017
ELECTRICITY_SUBSCRIPTION_12,ia,81376812,368.400,12.76,87.12,0,13.72,7.55,0,5.25,20.37,1.39,2.49,99.88,50.77,49.11,0.13330618892508145
ELECTRICITY_SUBSCRIPTION_12,ia,81386258,177.500,18.00,40.86,0,6.61,3.64,0,5.03,9.82,0.67,2.38,58.86,28.15,30.71,0.17301408450704225
ELECTRICITY_SUBSCRIPTION_12,ia,81435401,265.700,16.42,61.17,0,9.89,5.45,0,4.59,14.69,1.00,2.17,77.59,37.79,39.80,0.14979299962363568
ELECTRICITY_SUBSCRIPTION_12,ia,81445619,284.000,16.95,65.38,0,10.57,5.82,0,4.73,15.71,1.07,2.24,82.33,40.14,42.19,0.148556338028169
ELECTRICITY_SUBSCRIPTION_12,ia,81498712,527.200,14.94,116.35,0,19.63,10.81,0,4.88,29.15,1.99,2.31,131.29,68.77,62.52,0.11858877086494689
ELECTRICITY_SUBSCRIPTION_12,ia,81779978,114.000,10.41,25.16,0,4.24,2.34,0,3.40,6.30,0.43,1.61,35.57,18.32,17.25,0.1513157894736842
ELECTRICITY_SUBSCRIPTION_12,ia,81780237,29,2.87,6.86,0,1.08,0.59,0,1.18,1.6,0.11,0.56,9.73,5.12,4.61,0.15896551724137933
ELECTRICITY_SUBSCRIPTION_12,ia,81798556,543.600,13.81,119.97,0,20.24,11.14,0,4.51,30.06,2.05,2.14,133.78,70.14,63.64,0.11707137601177336
ELECTRICITY_SUBSCRIPTION_12,ia,81798869,969.500,14.30,223.18,0,36.09,19.87,0,3.99,53.61,3.66,1.89,237.48,119.11,118.37,0.12209386281588448
ELECTRICITY_SUBSCRIPTION_12,ia,81799962,183.000,8.74,42.13,0,6.81,3.75,0,2.44,10.12,0.69,1.16,50.87,24.97,25.90,0.14153005464480872
ELECTRICITY_SUBSCRIPTION_12,ia,81807582,438.20,8.44,103.63,0,16.31,8.98,0,3.48,24.23,1.66,1.65,112.07,56.31,55.76,0.1272478320401643
ELECTRICITY_SUBSCRIPTION_12,ia,81813922,337.500,13.36,74.49,0,12.57,6.92,0,4.36,18.66,1.28,2.07,87.85,45.86,41.99,0.12441481481481483
ELECTRICITY_SUBSCRIPTION_12,ia,81817976,252.600,10.19,55.75,0,9.40,5.18,0,3.33,13.97,0.95,1.58,65.94,34.41,31.53,0.12482185273159145
ELECTRICITY_SUBSCRIPTION_12,ia,81828030,778.500,8.62,184.12,0,28.98,15.96,0,3.55,43.05,2.94,1.68,192.74,96.16,96.58,0.12405908798972383
ELECTRICITY_SUBSCRIPTION_12,ia,81834526,32.4,3.62,7.15,0,1.21,0.66,0,1.18,1.79,0.12,0.56,10.77,5.52,5.25,0.16203703703703703
ELECTRICITY_SUBSCRIPTION_12,ia,81842856,212.300,13.81,46.85,0,7.90,4.35,0,4.51,11.74,0.80,2.14,60.66,31.44,29.22,0.1376354215732454
ELECTRICITY_SUBSCRIPTION_12,ia,81867229,71.3,4.3,15.74,0,2.65,1.46,0,1.41,3.94,0.27,0.67,20.04,10.40,9.64,0.13520336605890604
ELECTRICITY_SUBSCRIPTION_12,ia,81897913,292.500,15.36,67.33,0,10.89,6.00,0,4.29,16.18,1.11,2.03,82.69,40.50,42.19,0.14423931623931624
ELECTRICITY_SUBSCRIPTION_12,ia,81903683,678.000,18.80,156.08,0,25.24,13.90,0,5.25,37.49,2.56,2.49,174.88,86.93,87.95,0.1297197640117994
ELECTRICITY_SUBSCRIPTION_12,ia,81914825,75,2.87,17.74,0,2.79,1.54,0,1.18,4.15,0.28,0.56,20.61,10.50,10.11,0.1348
ELECTRICITY_SUBSCRIPTION_12,ia,81925038,432.000,15.89,99.45,0,16.08,8.86,0,4.44,23.89,1.63,2.10,115.34,57.00,58.34,0.1350462962962963
ELECTRICITY_SUBSCRIPTION_12,ia,81926560,724.000,22.24,166.66,0,26.95,14.84,0,6.21,40.04,2.74,2.94,188.90,93.72,95.18,0.13146408839779006
ELECTRICITY_SUBSCRIPTION_12,ia,81956715,383.400,10.41,84.62,0,14.27,7.86,0,3.40,21.20,1.45,1.61,95.03,49.79,45.24,0.11799687010954618
ELECTRICITY_SUBSCRIPTION_12,ia,81959378,294,7.02,64.89,0,10.95,6.03,0,2.29,16.26,1.11,1.09,71.91,37.73,34.18,0.11625850340136054
ELECTRICITY_SUBSCRIPTION_12,ia,81962340,154.3,8.21,35.51,0,5.74,3.16,0,2.29,8.53,0.58,1.09,43.72,21.39,22.33,0.14471808165910563
ELECTRICITY_SUBSCRIPTION_12,ia,82036489,223.000,10.59,51.33,0,8.30,4.57,0,2.96,12.33,0.84,1.40,61.92,30.40,31.52,0.14134529147982064
ELECTRICITY_SUBSCRIPTION_12,ia,82038133,173,7.15,39.82,0,6.44,3.55,0,2,9.57,0.65,0.95,46.97,23.16,23.81,0.1376300578034682
ELECTRICITY_SUBSCRIPTION_12,ia,82045052,244.700,15.45,57.87,0,9.11,5.02,0,6.36,13.53,0.92,3.01,73.32,37.95,35.37,0.14454434000817326
ELECTRICITY_SUBSCRIPTION_12,ia,82059580,137.6,7.15,31.68,0,5.12,2.82,0,2,7.61,0.52,0.95,38.83,19.02,19.81,0.14396802325581395
ELECTRICITY_SUBSCRIPTION_12,ia,82066054,170.500,16.08,37.63,0,6.35,3.50,0,5.25,9.43,0.64,2.49,53.71,27.66,26.05,0.1527859237536657
ELECTRICITY_SUBSCRIPTION_12,ia,82091917,231.8,6.88,53.36,0,8.63,4.75,0,1.92,12.82,0.88,0.91,60.24,29.91,30.33,0.1308455565142364
ELECTRICITY_SUBSCRIPTION_12,ia,82097338,402.400,14.83,92.63,0,14.98,8.25,0,4.14,22.25,1.52,1.96,107.46,53.10,54.36,0.13508946322067594
ELECTRICITY_SUBSCRIPTION_12,ia,82097598,268.500,16.30,59.26,0,10.00,5.50,0,5.33,14.85,1.01,2.52,75.56,39.21,36.35,0.13538175046554934
ELECTRICITY_SUBSCRIPTION_12,ia,82103284,108.400,7.25,23.92,0,4.04,2.22,0,2.37,5.99,0.41,1.12,31.17,16.15,15.02,0.13856088560885607
ELECTRICITY_SUBSCRIPTION_12,ia,82110057,118.3,3.97,27.23,0,4.4,2.43,0,1.11,6.54,0.45,0.53,31.20,15.46,15.74,0.13305156382079458
ELECTRICITY_SUBSCRIPTION_12,ia,82115039,234.700,19.86,54.03,0,8.74,4.81,0,5.55,12.98,0.89,2.63,73.89,35.60,38.29,0.16314443971026843
ELECTRICITY_SUBSCRIPTION_12,ia,82125278,948.100,16.42,218.25,0,35.30,19.44,0,4.59,52.43,3.58,2.17,234.67,117.51,117.16,0.12357346271490348
ELECTRICITY_SUBSCRIPTION_12,ia,82128127,232.300,13.58,51.27,0,8.65,4.76,0,4.44,12.85,0.88,2.10,64.85,33.68,31.17,0.13417993973310374
ELECTRICITY_SUBSCRIPTION_12,ia,82140317,95.9,2.65,22.08,0,3.57,1.97,0,0.74,5.3,0.36,0.35,24.73,12.29,12.44,0.129718456725756
ELECTRICITY_SUBSCRIPTION_12,ia,82145970,59.300000000000004,12.91,13.08,0,2.21,1.22,0,4.22,3.28,0.22,2.00,25.99,13.15,12.84,0.21652613827993253
ELECTRICITY_SUBSCRIPTION_12,ia,82150068,244.900,13.81,54.05,0,9.12,5.02,0,4.51,13.54,0.93,2.14,67.86,35.26,32.60,0.13311555737035524
ELECTRICITY_SUBSCRIPTION_12,ia,82152567,40.1,5.03,9.23,0,1.49,0.82,0,1.41,2.22,0.15,0.67,14.26,6.76,7.50,0.18703241895261843
ELECTRICITY_SUBSCRIPTION_12,ia,82167798,150.4,5.82,34.62,0,5.6,3.08,0,1.63,8.32,0.57,0.77,40.44,19.97,20.47,0.1361037234042553
ELECTRICITY_SUBSCRIPTION_12,ia,82188116,467.700,16.75,103.22,0,17.41,9.59,0,5.47,25.86,1.77,2.59,119.97,62.69,57.28,0.12247166987385076
ELECTRICITY_SUBSCRIPTION_12,ia,82219115,179.70,12.68,39.66,0,6.69,3.68,0,4.14,9.94,0.68,1.96,52.34,27.09,25.25,0.14051196438508626
ELECTRICITY_SUBSCRIPTION_12,ia,82228681,288.200,16.68,66.34,0,10.73,5.91,0,4.66,15.94,1.09,2.21,83.02,40.54,42.48,0.14739764052741153
ELECTRICITY_SUBSCRIPTION_12,ia,82245298,375.900,17.47,86.53,0,13.99,7.71,0,4.88,20.79,1.42,2.31,104.00,51.10,52.90,0.14072891726523012
ELECTRICITY_SUBSCRIPTION_12,ia,82247971,197.000,16.95,45.35,0,7.33,4.04,0,4.73,10.89,0.74,2.24,62.30,29.97,32.33,0.16411167512690356
ELECTRICITY_SUBSCRIPTION_12,ia,82250093,216.000,15.36,49.72,0,8.04,4.43,0,4.29,11.94,0.82,2.03,65.08,31.55,33.53,0.1552314814814815
ELECTRICITY_SUBSCRIPTION_12,ia,82255201,300.500,10.19,66.32,0,11.19,6.16,0,3.33,16.62,1.14,1.58,76.51,40.02,36.49,0.12143094841930117
ELECTRICITY_SUBSCRIPTION_12,ia,82299845,148.600,18.53,34.20,0,5.53,3.05,0,5.18,8.22,0.56,2.45,52.73,24.99,27.74,0.1866756393001346
ELECTRICITY_SUBSCRIPTION_12,ia,82304210,250.400,18.00,57.64,0,9.32,5.13,0,5.03,13.85,0.95,2.38,75.64,36.66,38.98,0.15567092651757186
ELECTRICITY_SUBSCRIPTION_12,ia,82304785,164.300,7.70,36.26,0,6.12,3.37,0,2.52,9.09,0.62,1.19,43.96,22.91,21.05,0.128119293974437
ELECTRICITY_SUBSCRIPTION_12,ia,82306629,685.900,16.95,157.89,0,25.54,14.06,0,4.73,37.93,2.59,2.24,174.84,87.09,87.75,0.12793410118093018
ELECTRICITY_SUBSCRIPTION_12,ia,82331231,299.600,15.89,68.97,0,11.15,6.14,0,4.44,16.57,1.13,2.10,84.86,41.53,43.33,0.14462616822429905
ELECTRICITY_SUBSCRIPTION_12,ia,82337272,178.900,12.18,41.18,0,6.66,3.67,0,3.40,9.89,0.68,1.61,53.36,25.91,27.45,0.15343767467859137
ELECTRICITY_SUBSCRIPTION_12,ia,82344070,82.1,4.77,18.9,0,3.06,1.68,0,1.33,4.54,0.31,0.63,23.67,11.55,12.12,0.14762484774665044
ELECTRICITY_SUBSCRIPTION_12,ia,82346500,80.7,6.34,17.81,0,3,1.65,0,2.07,4.46,0.31,0.98,24.15,12.47,11.68,0.14473358116480792
ELECTRICITY_SUBSCRIPTION_12,ia,82352564,290.2,7.15,66.8,0,10.8,5.95,0,2,16.05,1.1,0.95,73.95,36.85,37.10,0.12784286698828395
ELECTRICITY_SUBSCRIPTION_12,ia,82360777,399.300,9.96,88.13,0,14.87,8.19,0,3.25,22.08,1.51,1.54,98.09,51.44,46.65,0.11682945154019533
ELECTRICITY_SUBSCRIPTION_12,ia,82361864,298.200,11.77,65.81,0,11.10,6.11,0,3.85,16.49,1.13,1.82,77.58,40.50,37.08,0.12434607645875251
ELECTRICITY_SUBSCRIPTION_12,ia,82371153,181.000,16.15,41.67,0,6.74,3.71,0,4.51,10.01,0.68,2.14,57.82,27.79,30.03,0.16591160220994475
ELECTRICITY_SUBSCRIPTION_12,ia,82373788,260.300,14.26,57.45,0,9.69,5.34,0,4.66,14.39,0.98,2.21,71.71,37.27,34.44,0.1323088743757203
